bus_id,node_lat,node_lon,interconnect_id,zone_name,state_code,num_incident_lines,sum_line_capacity_MW,line_density_within_50km,dist_to_nearest_substation_km,dist_to_nearest_large_generator_km,dist_to_nearest_renewable_plant_km,total_capacity_within_100km_MW,renewable_capacity_within_100km_MW,renewable_share_within_100km,zero_carbon_share_within_100km,zone_peak_demand_MW,zone_mean_demand_MW,dc_load_to_zone_peak_ratio,dc_load_to_zone_mean_ratio,avg_retail_industrial_price_cents_per_kWh,avg_wholesale_price_region,price_volatility_metric,avg_grid_CO2_intensity_kg_per_MWh,marginal_CO2_intensity_kg_per_MWh,renewable_energy_share_in_zone,projected_clean_energy_growth_index,solar_irradiance_index,wind_resource_class,estimated_PV_capacity_factor,estimated_wind_capacity_factor,transmission_score,generation_score,renewable_score,emissions_score,infrastructure_score,datacenter_score
1,43.9761,-70.2211,Eastern,Maine,,3,410.72,,,129.37687462804658,10.456508852987568,2666.8540000000007,612.8140000000002,0.2297891073152111,0.2297891073152111,,,,,,,,500.0,,,,,,,,0.008778505066076121,0.04574793813574334,0.2297891073152111,0.5,0.09090909090909091,17.09383989930736
2,43.9761,-70.2211,Eastern,Maine,,2,434.61,,,129.37687462804658,10.456508852987568,2666.8540000000007,612.8140000000002,0.2297891073152111,0.2297891073152111,,,,,,,,500.0,,,,,,,,0.009453492146953362,0.04574793813574334,0.2297891073152111,0.5,0.045454545454545456,16.428896394511106
3,43.9761,-70.2211,Eastern,Maine,,1,162.96,,,129.37687462804658,10.456508852987568,2666.8540000000007,612.8140000000002,0.2297891073152111,0.2297891073152111,,,,,,,,500.0,,,,,,,,0.0017783041804275222,0.04574793813574334,0.2297891073152111,0.5,0.0,15.555198513529778
4,43.9761,-70.2211,Eastern,Maine,,3,821.44,,,129.37687462804658,10.456508852987568,2666.8540000000007,612.8140000000002,0.2297891073152111,0.2297891073152111,,,,,,,,500.0,,,,,,,,0.020382971112869762,0.04574793813574334,0.2297891073152111,0.5,0.09090909090909091,17.383951550477196
5,43.9761,-70.2211,Eastern,Maine,,3,1132.4,,,129.37687462804658,10.456508852987568,2666.8540000000007,612.8140000000002,0.2297891073152111,0.2297891073152111,,,,,,,,500.0,,,,,,,,0.029168822208289882,0.04574793813574334,0.2297891073152111,0.5,0.09090909090909091,17.603597827862703
7,44.101000000000006,-70.3053,Eastern,Maine,,5,1673.41,,,140.18218204627559,3.862281019925207,2669.867000000001,615.8269999999999,0.23065830620027125,0.23065830620027125,,,,,,,,500.0,,,,,,,,0.04445449657519636,0.04581155112688848,0.23065830620027125,0.5,0.18181818181818182,19.36803228819583
8,44.101000000000006,-70.3053,Eastern,Maine,,2,426.91,,,140.18218204627559,3.862281019925207,2669.867000000001,615.8269999999999,0.23065830620027125,0.23065830620027125,,,,,,,,500.0,,,,,,,,0.009235936662534996,0.04581155112688848,0.23065830620027125,0.5,0.045454545454545456,16.44211374492475
10,44.1799,-70.186,Eastern,Maine,,2,307.75,,,151.5407937979593,2.5662723819775697,2729.386000000001,628.803,0.2303825842149113,0.2303825842149113,,,,,,,,500.0,,,,,,,,0.005869194906263253,0.047068166334311906,0.2303825842149113,0.5,0.045454545454545456,16.377563065459228
11,44.1433,-70.2241,Eastern,Maine,,2,295.51,,,146.68722069158267,2.3751160788841537,2682.8430000000008,628.803,0.2343793505620716,0.2343793505620716,,,,,,,,500.0,,,,,,,,0.005523366447915097,0.0460855113569247,0.2343793505620716,0.5,0.045454545454545456,16.429199581395984
12,44.0207,-70.1805,Eastern,Maine,,2,320.5900000000001,,,135.19922999159343,6.234700915490718,2666.755000000001,612.7150000000001,0.2297605141829676,0.2297605141829676,,,,,,,,500.0,,,,,,,,0.006231975740020633,0.04574584796444452,0.2297605141829676,0.5,0.045454545454545456,16.34774481826694
14,44.2482,-70.1988,Eastern,Maine,,3,280.12,,,158.3743528934744,10.165209810731797,2854.2859999999996,703.6659999999989,0.24652960495199114,0.24652960495199114,,,,,,,,500.0,,,,,,,,0.005088538018668521,0.04970516022545901,0.24652960495199114,0.5,0.09090909090909091,17.41554511765208
15,44.2301,-70.1222,Eastern,Maine,,2,325.5900000000001,,,158.5479316261224,9.761573016568473,2854.792000000001,704.1719999999991,0.2466631544434757,0.2466631544434757,,,,,,,,500.0,,,,,,,,0.006373245535097494,0.0497158433232086,0.2466631544434757,0.5,0.045454545454545456,16.768729275529303
16,44.2567,-70.0894,Eastern,Maine,,2,338.68,,,162.2514695475861,13.682102349900491,2793.833,704.1719999999991,0.2520451293974977,0.2520451293974977,,,,,,,,500.0,,,,,,,,0.006743089858608713,0.048428825624165846,0.2520451293974977,0.5,0.045454545454545456,16.85987452871667
17,44.3398,-70.0998,Eastern,Maine,,3,355.27,,,170.59643650941678,14.277191823072078,2813.56,723.898999999999,0.25728934161702577,0.25728934161702577,,,,,,,,500.0,,,,,,,,0.007211823038673736,0.04884531864650899,0.25728934161702577,0.5,0.09090909090909091,17.6666251448739
19,44.0989,-70.155,Eastern,Maine,,3,307.30999999999995,,,144.01627718600574,1.6088093041896403,2686.344000000001,632.3039999999996,0.23537715199542555,0.23537715199542555,,,,,,,,500.0,,,,,,,,0.005856763164296487,0.04615942741467416,0.23537715199542555,0.5,0.09090909090909091,17.140787030945773
21,44.0775,-70.139,Eastern,Maine,,2,195.84,,,142.3066676271139,3.3121981154194033,2673.368000000001,619.3279999999995,0.23166582378482845,0.23166582378482845,,,,,,,,500.0,,,,,,,,0.0027072943528529576,0.04588546718463792,0.23166582378482845,0.5,0.045454545454545456,16.300526360028833
22,44.0775,-70.139,Eastern,Maine,,3,543.57,,,142.3066676271139,3.3121981154194033,2673.368000000001,619.3279999999995,0.23166582378482845,0.23166582378482845,,,,,,,,500.0,,,,,,,,0.01253204352126831,0.04588546718463792,0.23166582378482845,0.5,0.09090909090909091,17.2279632710574
23,44.0775,-70.139,Eastern,Maine,,4,1524.45,,,142.3066676271139,3.3121981154194033,2673.368000000001,619.3279999999995,0.23166582378482845,0.23166582378482845,,,,,,,,500.0,,,,,,,,0.04024578684026652,0.04588546718463792,0.23166582378482845,0.5,0.13636363636363635,18.602625035850537
24,44.1273,-70.0823,Eastern,Maine,,2,199.24,,,149.1844089504244,8.205130749079668,2732.887000000001,632.3039999999996,0.2313685124924665,0.2313685124924665,,,,,,,,500.0,,,,,,,,0.002803357813505223,0.04714208239206136,0.2313685124924665,0.5,0.045454545454545456,16.32211402484637
25,44.1273,-70.0823,Eastern,Maine,,2,335.87,,,149.1844089504244,8.205130749079668,2732.887000000001,632.3039999999996,0.2313685124924665,0.2313685124924665,,,,,,,,500.0,,,,,,,,0.006663696233775517,0.04714208239206136,0.2313685124924665,0.5,0.045454545454545456,16.418622485353126
26,44.1273,-70.0823,Eastern,Maine,,3,942.27,,,149.1844089504244,8.205130749079668,2732.887000000001,632.3039999999996,0.2313685124924665,0.2313685124924665,,,,,,,,500.0,,,,,,,,0.023796896980697174,0.04714208239206136,0.2313685124924665,0.5,0.09090909090909091,17.52877068584435
27,44.1654,-70.2236,Eastern,Maine,,2,239.48,,,149.02168681474657,2.8383371367848684,2729.386000000001,628.803,0.2303825842149113,0.2303825842149113,,,,,,,,500.0,,,,,,,,0.0039402971242837965,0.047068166334311906,0.2303825842149113,0.5,0.045454545454545456,16.32934062090974
28,44.1654,-70.2236,Eastern,Maine,,3,527.42,,,149.02168681474657,2.8383371367848684,2729.386000000001,628.803,0.2303825842149113,0.2303825842149113,,,,,,,,500.0,,,,,,,,0.012075742083170048,0.047068166334311906,0.2303825842149113,0.5,0.09090909090909091,17.21454492670008
29,44.1654,-70.2236,Eastern,Maine,,4,1532.84,,,149.02168681474657,2.8383371367848684,2729.386000000001,628.803,0.2303825842149113,0.2303825842149113,,,,,,,,500.0,,,,,,,,0.04048283755640549,0.047068166334311906,0.2303825842149113,0.5,0.13636363636363635,18.606540495349147
30,43.95,-70.1035,Eastern,Maine,,2,376.01,,,130.60970081650493,5.417392112434717,2596.9660000000017,611.9119999999998,0.23562572632833825,0.23562572632833825,,,,,,,,500.0,,,,,,,,0.007797810148652554,0.0442724038758195,0.23562572632833825,0.5,0.045454545454545456,16.47472603961765
31,44.025,-70.1141,Eastern,Maine,,4,474.0,,,137.76662873535486,5.955532473227043,2674.368000000001,620.3279999999995,0.2319531193911979,0.2319531193911979,,,,,,,,500.0,,,,,,,,0.01056641559256887,0.04590658002604022,0.2319531193911979,0.5,0.13636363636363635,17.86680892361353
34,44.0392,-70.1505,Eastern,Maine,,4,500.79,,,138.0285818219521,6.339611715848077,2674.368000000001,620.3279999999995,0.2319531193911979,0.2319531193911979,,,,,,,,500.0,,,,,,,,0.01132333915459069,0.04590658002604022,0.2319531193911979,0.5,0.13636363636363635,17.885732012664075
35,43.9856,-70.1025,Eastern,Maine,,3,334.14,,,134.198260002782,3.664572920201868,2596.9660000000017,611.9119999999998,0.23562572632833825,0.23562572632833825,,,,,,,,500.0,,,,,,,,0.006614816884678923,0.0442724038758195,0.23562572632833825,0.5,0.09090909090909091,17.126969389836493
37,44.0498,-70.0378,Eastern,Maine,,2,273.1,,,142.8859080369728,4.601527644037686,2590.034000000001,604.9799999999996,0.2335799452825713,0.2335799452825713,,,,,,,,500.0,,,,,,,,0.0048901952263806095,0.04412604965921875,0.2335799452825713,0.5,0.045454545454545456,16.3581929613135
38,44.4496,-70.1311,Eastern,Maine,,2,266.64,,,181.32664357988662,4.361762220376226,2882.9359999999997,794.2749999999991,0.2755090643704886,0.2755090643704886,,,,,,,,500.0,,,,,,,,0.004707674651141304,0.050310043131634875,0.2755090643704886,0.5,0.045454545454545456,17.315892198139185
39,44.4377,-70.2147,Eastern,Maine,,3,378.77,,,178.11704913275994,2.8169703883604025,2882.9359999999997,794.2749999999991,0.2755090643704886,0.2755090643704886,,,,,,,,500.0,,,,,,,,0.007875791075534981,0.050310043131634875,0.2755090643704886,0.5,0.09090909090909091,18.07691329056721
41,44.0905,-70.4246,Eastern,Maine,,2,329.07,,,136.50894396710888,4.74409083807317,2784.019000000001,731.935,0.26290589252444024,0.26290589252444024,,,,,,,,500.0,,,,,,,,0.0064715693124709865,0.0482216241986437,0.26290589252444024,0.5,0.045454545454545456,17.066157749091634
42,44.143,-70.4718,Eastern,Maine,,2,343.27,,,141.3860266921524,9.8449366768225,2787.5490000000013,731.6909999999997,0.2624854307493785,0.2624854307493785,,,,,,,,500.0,,,,,,,,0.00687277553048927,0.04829615252879382,0.2624854307493785,0.5,0.045454545454545456,17.069269235643862
43,44.1425,-70.3839,Eastern,Maine,,2,353.3300000000001,,,142.90540030516308,5.203786348254697,2793.117000000001,739.0769999999999,0.26460653098312736,0.26460653098312736,,,,,,,,500.0,,,,,,,,0.007157010358183917,0.04841370882972182,0.26460653098312736,0.5,0.045454545454545456,17.12114823702976
44,44.0427,-70.3883,Eastern,Maine,,2,286.02,,,132.09018063774434,6.348591962190179,2676.898000000001,622.8580000000002,0.23267901877471606,0.23267901877471606,,,,,,,,500.0,,,,,,,,0.005255236376859216,0.04595999551478804,0.23267901877471606,0.5,0.045454545454545456,16.385979377029745
45,44.00899999999999,-70.3499,Eastern,Maine,,2,405.64,,,129.35523877206995,9.924505250420227,2664.918000000001,610.8780000000003,0.2292295672887496,0.2292295672887496,,,,,,,,500.0,,,,,,,,0.00863497495427803,0.0457070636747885,0.2292295672887496,0.5,0.045454545454545456,16.396425174945893
46,44.1665,-70.1235,Eastern,Maine,,3,415.04,,,151.92755367027308,5.408766437633594,2732.887000000001,632.3039999999996,0.2313685124924665,0.2313685124924665,,,,,,,,500.0,,,,,,,,0.00890056216902253,0.04714208239206136,0.2313685124924665,0.5,0.09090909090909091,17.156362315552485
47,44.1392,-69.9854,Eastern,Maine,,2,332.04,,,153.65127514680813,15.238479628967536,2589.594000000001,617.9559999999998,0.23863045712957295,0.23863045712957295,,,,,,,,500.0,,,,,,,,0.006555483570746643,0.044116760009001735,0.23863045712957295,0.5,0.045454545454545456,16.50064961385834
48,44.2722,-70.2349,Eastern,Maine,,4,1325.23,,,160.0265927605198,13.30008242659935,2968.2529999999997,817.6329999999989,0.27545933584502363,0.27545933584502363,,,,,,,,500.0,,,,,,,,0.034617033125224086,0.05211132742155481,0.27545933584502363,0.5,0.13636363636363635,19.462293638916716
49,44.2722,-70.2349,Eastern,Maine,,3,492.07000000000005,,,160.0265927605198,13.30008242659935,2968.2529999999997,817.6329999999989,0.27545933584502363,0.27545933584502363,,,,,,,,500.0,,,,,,,,0.011076964631976645,0.05211132742155481,0.27545933584502363,0.5,0.09090909090909091,18.19197374476735
51,44.2792,-70.1724,Eastern,Maine,,2,314.93,,,162.31468020328228,13.660217065937307,2860.974,710.3539999999989,0.24829096664282824,0.24829096664282824,,,,,,,,500.0,,,,,,,,0.006072058331993624,0.049846362908757595,0.24829096664282824,0.5,0.045454545454545456,16.79636623114974
62,45.6987,-67.9293,Eastern,Maine,,2,328.77,,,387.20570437933657,8.261550298370516,797.8539999999997,732.8309999999997,0.9185026333138644,0.9185026333138644,,,,,,,,500.0,,,,,,,,0.006463093124766374,0.006288037554846679,0.9185026333138644,0.5,0.045454545454545456,29.339208927311567
63,45.5818,-67.8406,Eastern,Maine,,2,345.07,,,381.3220540732362,12.004737441402597,681.278,614.299,0.9016862426204868,0.9016862426204868,,,,,,,,500.0,,,,,,,,0.00692363265671694,0.003826786955532289,0.9016862426204868,0.5,0.045454545454545456,28.96516958975649
77,46.2065,-67.8508,Eastern,Maine,,2,322.0,,,436.7056162510499,34.48898898872637,653.7070000000001,517.9889999999998,0.7923871092094774,0.7923871092094774,,,,,,,,500.0,,,,,,,,0.006271813822232306,0.003244684805229508,0.7923871092094774,0.5,0.045454545454545456,26.751249407668134
78,46.1341,-67.8768,Eastern,Maine,,4,462.81,,,428.9025507190585,42.729356863579156,834.3099999999997,698.5919999999999,0.8373290503529863,0.8373290503529863,,,,,,,,500.0,,,,,,,,0.010250253791186855,0.007057727301008888,0.8373290503529863,0.5,0.13636363636363635,29.18944644331412
80,46.1827,-67.8594,Eastern,Maine,,4,1181.68,,,434.13650194659897,37.195630233714716,653.7070000000001,517.9889999999998,0.7923871092094774,0.7923871092094774,,,,,,,,500.0,,,,,,,,0.03056117730856742,0.003244684805229508,0.7923871092094774,0.5,0.13636363636363635,28.722119858462875
81,46.1827,-67.8594,Eastern,Maine,,4,674.23,,,434.13650194659897,37.195630233714716,653.7070000000001,517.9889999999998,0.7923871092094774,0.7923871092094774,,,,,,,,500.0,,,,,,,,0.01622370580621683,0.003244684805229508,0.7923871092094774,0.5,0.13636363636363635,28.363683070904106
83,46.0481,-68.2161,Eastern,Maine,,3,996.1,,,406.71158343018965,49.80680028892436,850.0809999999997,714.3629999999997,0.8403469786996771,0.8403469786996771,,,,,,,,500.0,,,,,,,,0.025317807594494656,0.0073906979227645435,0.8403469786996771,0.5,0.09090909090909091,28.951335085947566
85,45.9189,-68.3359,Eastern,Maine,,3,239.77,,,389.6267371085687,40.64633613606158,824.0829999999997,714.3629999999997,0.8668580713350477,0.8668580713350477,,,,,,,,500.0,,,,,,,,0.0039484907723982545,0.006841806271987578,0.8668580713350477,0.5,0.09090909090909091,28.936346185087018
105,45.5947,-68.2843,Eastern,Maine,,2,350.92,,,361.58535520649576,22.781775579593816,1209.6149999999996,622.685,0.5147794959553248,0.5147794959553248,,,,,,,,500.0,,,,,,,,0.007088918316956868,0.014981482243498672,0.5147794959553248,0.5,0.045454545454545456,21.45426070371857
107,46.33,-67.95100000000001,Eastern,Maine,,3,266.64,,,444.10254410991683,23.60263172961624,653.7070000000001,517.9889999999998,0.7923871092094774,0.7923871092094774,,,,,,,,500.0,,,,,,,,0.004707674651141304,0.003244684805229508,0.7923871092094774,0.5,0.09090909090909091,27.393964110209033
108,46.1391,-68.0504,Eastern,Maine,,2,291.03,,,422.0523101595375,45.999990543390005,834.3099999999997,698.5919999999999,0.8373290503529863,0.8373290503529863,,,,,,,,500.0,,,,,,,,0.00539678871152623,0.007057727301008888,0.8373290503529863,0.5,0.045454545454545456,27.704473452686244
110,45.825,-67.9098,Eastern,Maine,,3,316.66,,,399.34091433494063,22.053006405020433,803.7219999999996,732.8309999999997,0.9117966162429296,0.9117966162429296,,,,,,,,500.0,,,,,,,,0.006120937681090219,0.006411927708195367,0.9117966162429296,0.5,0.09090909090909091,29.880830684686117
111,46.1276,-68.6097,Eastern,Maine,,2,286.94,,,399.663906709808,49.98902875572658,849.0829999999997,713.365,0.8401593248245462,0.8401593248245462,,,,,,,,500.0,,,,,,,,0.005281230019153359,0.00736962730704505,0.8401593248245462,0.5,0.045454545454545456,27.764427974928847
121,45.81100000000001,-68.3401,Eastern,Maine,,3,369.61,,,379.2514934722119,30.311804908289627,779.3859999999999,714.3629999999997,0.9165715062882832,0.9165715062882832,,,,,,,,500.0,,,,,,,,0.007616984810954173,0.0058981255998290264,0.9165715062882832,0.5,0.09090909090909091,30.003453621672467
124,46.2093,-68.2087,Eastern,Maine,,3,247.58,,,422.39497133787734,37.46153859035566,834.3099999999997,698.5919999999999,0.8373290503529863,0.8373290503529863,,,,,,,,500.0,,,,,,,,0.004169154192308311,0.007057727301008888,0.8373290503529863,0.5,0.09090909090909091,28.355600771523974
130,44.0782,-70.6971,Eastern,Maine,,2,347.47,,,131.74612475850208,24.50936327519148,2973.3709999999996,880.8770000000003,0.2962553277071715,0.2962553277071715,,,,,,,,500.0,,,,,,,,0.006991442158353834,0.052219382943851776,0.2962553277071715,0.5,0.045454545454545456,17.82609844879749
131,44.0348,-70.7537,Eastern,Maine,,2,243.97,,,126.66162276833906,18.726176883994178,2941.4169999999986,848.9230000000006,0.28861021745641674,0.28861021745641674,,,,,,,,500.0,,,,,,,,0.004067157400262818,0.05154474320968269,0.28861021745641674,0.5,0.045454545454545456,17.58659633014674
132,44.0348,-70.7537,Eastern,Maine,,3,587.3299999999998,,,126.66162276833906,18.726176883994178,2941.4169999999986,848.9230000000006,0.28861021745641674,0.28861021745641674,,,,,,,,500.0,,,,,,,,0.013768436767780987,0.05154474320968269,0.28861021745641674,0.5,0.09090909090909091,18.510946496152876
133,44.0348,-70.7537,Eastern,Maine,,2,551.18,,,126.66162276833906,18.726176883994178,2941.4169999999986,848.9230000000006,0.28861021745641674,0.28861021745641674,,,,,,,,500.0,,,,,,,,0.012747056149375288,0.05154474320968269,0.28861021745641674,0.5,0.045454545454545456,17.803593798874555
134,44.0625,-70.6637,Eastern,Maine,,2,334.31,,,130.23749920376335,23.88126726049176,2839.571000000001,747.0770000000003,0.2630950238609988,0.2630950238609988,,,,,,,,500.0,,,,,,,,0.006619620057711537,0.04939448476422421,0.2630950238609988,0.5,0.045454545454545456,17.09709885576543
135,43.9609,-69.9372,Eastern,Maine,,3,417.56,,,138.11696143455865,4.759456303195492,2498.985000000001,573.8899999999996,0.2296492375904615,0.2296492375904615,,,,,,,,500.0,,,,,,,,0.008971762145741266,0.04220374656238084,0.2296492375904615,0.5,0.09090909090909091,17.024990100336744
136,43.9093,-70.0083,Eastern,Maine,,2,317.96,,,130.2693218826266,3.949963808645567,2566.8760000000016,580.8219999999998,0.22627583101014595,0.22627583101014595,,,,,,,,500.0,,,,,,,,0.006157667827810202,0.043637118478024324,0.22627583101014595,0.5,0.045454545454545456,16.23401886727684
137,43.928000000000004,-69.9694,Eastern,Maine,,2,318.8300000000001,,,133.65189778448186,0.8681792044373614,2503.885000000001,574.8899999999996,0.2295992028387883,0.2295992028387883,,,,,,,,500.0,,,,,,,,0.0061822487721535785,0.042307199485252106,0.2295992028387883,0.5,0.045454545454545456,16.274502447602828
138,43.8874,-69.9594,Eastern,Maine,,2,279.11,,,130.2406222271521,3.8654525291669315,2466.041000000001,539.8920000000005,0.2189306666028668,0.2189306666028668,,,,,,,,500.0,,,,,,,,0.005060001520062995,0.041508205115223504,0.2189306666028668,0.5,0.045454545454545456,16.017095654181563
139,43.5616,-70.2744,Eastern,Maine,,2,295.97,,,86.1106885478322,15.036591095837398,4026.322000000001,267.316,0.06639210674158696,0.3709661075294027,,,,,,,,500.0,,,,,,,,0.00553636326906217,0.07445017041124384,0.06639210674158696,0.5,0.045454545454545456,13.637072806601353
140,43.6347,-70.2046,Eastern,Maine,,2,338.4600000000001,,,95.97555122232245,23.87544756092413,4189.55,275.45000000000016,0.06574691792674635,0.3584544879521667,,,,,,,,500.0,,,,,,,,0.006736873987625333,0.07789637728765826,0.06574691792674635,0.5,0.045454545454545456,13.723105935796905
141,43.9361,-70.4876,Eastern,Maine,,2,394.14,,,118.64026024939959,13.413304361570873,3554.028000000001,540.0350000000004,0.15195012532259178,0.15195012532259178,,,,,,,,500.0,,,,,,,,0.008310054425601251,0.06447870209398648,0.15195012532259178,0.5,0.045454545454545456,15.218146090789778
142,43.8899,-70.4872,Eastern,Maine,,2,386.98,,,113.65172281520007,8.412534773607115,3623.5930000000017,522.8030000000006,0.144277516818252,0.144277516818252,,,,,,,,500.0,,,,,,,,0.008107756079051186,0.06594741690613741,0.144277516818252,0.5,0.045454545454545456,15.089010758282248
143,43.8279,-70.2734,Eastern,Maine,,3,307.29,,,112.5563418188344,14.717872911645093,3523.3370000000023,531.0150000000003,0.15071365583252472,0.15071365583252472,,,,,,,,500.0,,,,,,,,0.005856198085116182,0.06383072787850855,0.15071365583252472,0.5,0.09090909090909091,15.800928989984934
145,43.8345,-70.2465,Eastern,Maine,,2,328.02,,,114.09585854170078,16.934962593586125,3525.2930000000024,531.0150000000003,0.15063003273770434,0.15063003273770434,,,,,,,,500.0,,,,,,,,0.006441902655504845,0.06387202459629145,0.15063003273770434,0.5,0.045454545454545456,15.13290689488572
146,43.7254,-70.2728,Eastern,Maine,,2,277.49,,,102.20640223225264,17.949872094509765,3319.460000000003,318.86800000000017,0.09606020256306748,0.09606020256306748,,,,,,,,500.0,,,,,,,,0.005014230106458092,0.059526305111932076,0.09606020256306748,0.5,0.045454545454545456,13.918904087979625
147,43.7826,-70.3009,Eastern,Maine,,2,286.55,,,107.05712969177355,13.064889844763961,3499.1800000000026,506.85800000000063,0.14485050783326384,0.14485050783326384,,,,,,,,500.0,,,,,,,,0.005270210975137364,0.06332070496875322,0.14485050783326384,0.5,0.045454545454545456,14.976997712236956
148,43.7067,-70.2652,Eastern,Maine,,2,287.12,,,100.61132482791224,19.68719291368512,3319.460000000003,318.86800000000017,0.09606020256306748,0.09606020256306748,,,,,,,,500.0,,,,,,,,0.005286315731776126,0.059526305111932076,0.09606020256306748,0.5,0.045454545454545456,13.925706228612574
149,43.8528,-70.0865,Eastern,Maine,,2,318.73,,,121.697415605244,12.587520774360595,2626.6440000000016,539.9910000000006,0.20558210400800425,0.20558210400800425,,,,,,,,500.0,,,,,,,,0.006179423376252039,0.04489899078295693,0.20558210400800425,0.5,0.045454545454545456,15.845925662043706
150,43.8569,-70.1464,Eastern,Maine,,2,341.93,,,119.82151073994612,15.973185056821336,3433.927000000002,526.4460000000005,0.15330727764451607,0.15330727764451607,,,,,,,,500.0,,,,,,,,0.006834915225408672,0.061943028728729,0.15330727764451607,0.5,0.045454545454545456,15.157697189918299
151,43.7812,-70.063,Eastern,Maine,,4,526.15,,,115.81815614245424,17.62579209033314,3286.3800000000024,378.8990000000003,0.11529372744478728,0.11529372744478728,,,,,,,,500.0,,,,,,,,0.012039859555220524,0.05882789231834401,0.11529372744478728,0.5,0.13636363636363635,15.828883429597685
154,43.7238,-70.4998,Eastern,Maine,,3,333.3400000000001,,,95.53319115345477,7.719757145380397,4725.548000000002,390.1750000000004,0.08256714353552226,0.34207418906759596,,,,,,,,500.0,,,,,,,,0.006592213717466628,0.0892128180536077,0.08256714353552226,0.5,0.09090909090909091,14.96404093835563
155,43.8102,-70.417,Eastern,Maine,,2,289.15,,,106.65712645453631,3.2589199015772117,3580.7170000000024,519.4090000000007,0.1450572608781985,0.1450572608781985,,,,,,,,500.0,,,,,,,,0.005343671268577331,0.06504218271817246,0.1450572608781985,0.5,0.045454545454545456,15.017398835460035
156,43.6855,-70.4985,Eastern,Maine,,3,279.37,,,91.47269256925621,5.553842785894082,5113.944000000003,388.35700000000026,0.07594080029034342,0.3157386940490549,,,,,,,,500.0,,,,,,,,0.005067347549406992,0.09741296120289503,0.07594080029034342,0.5,0.09090909090909091,14.95739528223631
158,43.7105,-70.4484,Eastern,Maine,,2,367.71,,,95.33756668409865,10.28520129266758,4624.423000000002,358.0360000000003,0.07742284821263108,0.34260468819569473,,,,,,,,500.0,,,,,,,,0.007563302288824965,0.08707778196680023,0.07742284821263108,0.5,0.045454545454545456,14.160913342627431
159,43.8433,-70.3461,Eastern,Maine,,4,2392.45,,,111.99086061659544,9.290154793102484,3591.2990000000023,529.9910000000006,0.14757640619731194,0.14757640619731194,,,,,,,,500.0,,,,,,,,0.06477022326560952,0.06526559880589158,0.14757640619731194,0.5,0.13636363636363635,17.921550227158857
